League;Season;Home Team;Away Team;Home Goals;Away Goals;Winner;Home Points;Away Point
Champioship;2021-2022;Swansea;Barnsley;1;1;X;1;1
Champioship;2021-2022;Preston;Millwall;1;1;X;1;1
Champioship;2021-2022;Luton;Nottingham;1;0;1;3;0
Champioship;2021-2022;Peterborough;Blackburn;2;1;1;3;0
Champioship;2021-2022;Bournemouth;Middlesbrough;0;0;X;1;1
Champioship;2021-2022;Huddersfield;QPR;2;2;X;1;1
Champioship;2021-2022;Blackburn;Stoke;0;1;2;0;3
Champioship;2021-2022;Middlesbrough;Huddersfield;0;2;2;0;3
Champioship;2021-2022;Reading;Swansea;4;4;X;1;1
Champioship;2021-2022;Blackpool;Birmingham;6;1;1;3;0
Champioship;2021-2022;QPR;Derby County;1;0;1;3;0
Champioship;2021-2022;Nottingham;West Bromwich;4;0;1;3;0
Champioship;2021-2022;Cardiff;Luton;0;1;2;0;3
Champioship;2021-2022;Millwall;Hull;2;1;1;3;0
Champioship;2021-2022;Coventry City;Bournemouth;0;3;2;0;3
Champioship;2021-2022;Barnsley;Peterborough;0;2;2;0;3
Champioship;2021-2022;Bristol City;Sheffield;1;1;X;1;1
Champioship;2021-2022;Fulham;Preston;3;0;1;3;0
Champioship;2021-2022;Huddersfield;Barnsley;2;1;1;3;0
Champioship;2021-2022;West Bromwich;Coventry City;0;0;X;1;1
Champioship;2021-2022;Birmingham;Millwall;2;2;X;1;1
Champioship;2021-2022;Sheffield;Cardiff;1;0;1;3;0
Champioship;2021-2022;Derby County;Bristol City;1;3;2;0;3
Champioship;2021-2022;Stoke;QPR;1;0;1;3;0
Champioship;2021-2022;Hull;Reading;3;0;1;3;0
Champioship;2021-2022;Swansea;Middlesbrough;1;1;X;1;1
Champioship;2021-2022;Luton;Blackpool;1;1;X;1;1
Champioship;2021-2022;Peterborough;Nottingham;0;1;2;0;3
Champioship;2021-2022;Bournemouth;Fulham;1;1;X;1;1
Champioship;2021-2022;Preston;Blackburn;1;4;2;0;3
Champioship;2021-2022;Barnsley;Blackpool;0;2;2;0;3
Champioship;2021-2022;Swansea;Bournemouth;3;3;X;1;1
Champioship;2021-2022;Fulham;Nottingham;0;1;2;0;3
Champioship;2021-2022;Middlesbrough;Cardiff;2;0;1;3;0
Champioship;2021-2022;QPR;Sheffield;1;3;2;0;3
Champioship;2021-2022;Blackburn;Bournemouth;0;3;2;0;3
Champioship;2021-2022;Middlesbrough;Stoke;3;1;1;3;0
Champioship;2021-2022;Reading;West Bromwich;0;1;2;0;3
Champioship;2021-2022;Blackpool;Derby County;0;2;2;0;3
Champioship;2021-2022;Nottingham;Swansea;5;1;1;3;0
Champioship;2021-2022;Cardiff;Birmingham;1;1;X;1;1
Champioship;2021-2022;Millwall;Peterborough;3;0;1;3;0
Champioship;2021-2022;Coventry City;Huddersfield;1;2;2;0;3
Champioship;2021-2022;Barnsley;Preston;1;3;2;0;3
Champioship;2021-2022;Bristol City;Hull;5;0;1;3;0
Champioship;2021-2022;Fulham;Luton;7;0;1;3;0
Champioship;2021-2022;Bournemouth;Nottingham;1;0;1;3;0
Champioship;2021-2022;West Bromwich;Barnsley;4;0;1;3;0
Champioship;2021-2022;Birmingham;Blackburn;1;2;2;0;3
Champioship;2021-2022;Sheffield;Fulham;4;0;1;3;0
Champioship;2021-2022;Derby County;Cardiff;0;1;2;0;3
Champioship;2021-2022;Stoke;Coventry City;1;1;X;1;1
Champioship;2021-2022;Hull;Nottingham;1;1;X;1;1
Champioship;2021-2022;Swansea;QPR;0;1;2;0;3
Champioship;2021-2022;Preston;Middlesbrough;4;1;1;3;0
Champioship;2021-2022;Luton;Reading;1;0;1;3;0
Champioship;2021-2022;Peterborough;Blackpool;5;0;1;3;0
Champioship;2021-2022;Bournemouth;Millwall;1;0;1;3;0
Champioship;2021-2022;Huddersfield;Bristol City;2;0;1;3;0
Champioship;2022-2023;Huddersfield;Burnley;0;1;2;0;3
Champioship;2022-2023;Blackburn;QPR;1;0;1;3;0
Champioship;2022-2023;Middlesbrough;West Bromwich;1;1;X;1;1
Champioship;2022-2023;Wigan;Preston;0;0;X;1;1
Champioship;2022-2023;Hull;Bristol City;2;1;1;3;0
Champioship;2022-2023;Blackpool;Reading;1;0;1;3;0
Champioship;2022-2023;Cardiff;Norwich;1;0;1;3;0
Champioship;2022-2023;Millwall;Stoke;2;0;1;3;0
Champioship;2022-2023;Rotherham;Swansea;1;1;X;1;1
Champioship;2022-2023;Luton;Birmingham;0;0;X;1;1
Champioship;2022-2023;Sunderland;Coventry City;1;1;X;1;1
Champioship;2022-2023;Watford;Sheffield;1;0;1;3;0
Champioship;2022-2023;Birmingham;Huddersfield;2;1;1;3;0
Champioship;2022-2023;Norwich;Wigan;1;1;X;1;1
Champioship;2022-2023;Sheffield;Millwall;2;0;1;3;0
Champioship;2022-2023;Reading;Cardiff;2;1;1;3;0
Champioship;2022-2023;Stoke;Blackpool;2;0;1;3;0
Champioship;2022-2023;Burnley;Luton;1;1;X;1;1
Champioship;2022-2023;QPR;Middlesbrough;3;2;1;3;0
Champioship;2022-2023;Swansea;Blackburn;0;3;2;0;3
Champioship;2022-2023;Preston;Hull;0;0;X;1;1
Champioship;2022-2023;Bristol City;Sunderland;2;3;2;0;3
Champioship;2022-2023;West Bromwich;Watford;1;1;X;1;1
Champioship;2022-2023;Watford;Burnley;1;0;1;3;0
Champioship;2022-2023;Sunderland;QPR;2;2;X;1;1
Champioship;2022-2023;Wigan;Bristol City;1;1;X;1;1
Champioship;2022-2023;Hull;Norwich;2;1;1;3;0
Champioship;2022-2023;Blackpool;Swansea;0;1;2;0;3
Champioship;2022-2023;Cardiff;Birmingham;1;0;1;3;0
Champioship;2022-2023;Millwall;Coventry City;3;2;1;3;0
Champioship;2022-2023;Rotherham;Reading;4;0;1;3;0
Champioship;2022-2023;Luton;Preston;0;1;2;0;3
Champioship;2022-2023;Huddersfield;Stoke;3;1;1;3;0
Champioship;2022-2023;Blackburn;West Bromwich;2;1;1;3;0
Champioship;2022-2023;Middlesbrough;Sheffield;2;2;X;1;1
Champioship;2022-2023;Norwich;Huddersfield;2;1;1;3;0
Champioship;2022-2023;Birmingham;Watford;1;1;X;1;1
Champioship;2022-2023;Burnley;Hull;1;1;X;1;1
Champioship;2022-2023;QPR;Blackpool;0;1;2;0;3
Champioship;2022-2023;Swansea;Millwall;2;2;X;1;1
Champioship;2022-2023;Preston;Rotherham;0;0;X;1;1
Champioship;2022-2023;Bristol City;Luton;2;0;1;3;0
Champioship;2022-2023;West Bromwich;Cardiff;0;0;X;1;1
Champioship;2022-2023;Sheffield;Sunderland;2;1;1;3;0
Champioship;2022-2023;Reading;Blackburn;3;0;1;3;0
Champioship;2022-2023;Stoke;Middlesbrough;2;2;X;1;1
Champioship;2022-2023;Norwich;Millwall;2;0;1;3;0
Champioship;2022-2023;West Bromwich;Hull;5;2;1;3;0
Champioship;2022-2023;Birmingham;Wigan;0;1;2;0;3
Champioship;2022-2023;Sheffield;Blackburn;3;0;1;3;0
Champioship;2022-2023;Reading;Middlesbrough;1;0;1;3;0
Champioship;2022-2023;Stoke;Sunderland;0;1;2;0;3
Champioship;2022-2023;Burnley;Blackpool;3;3;X;1;1
Champioship;2022-2023;QPR;Rotherham;1;1;X;1;1
Champioship;2022-2023;Swansea;Luton;0;2;2;0;3
Champioship;2022-2023;Preston;Watford;0;0;X;1;1
Champioship;2022-2023;Bristol City;Cardiff;2;0;1;3;0
Champioship;2022-2023;Luton;Sheffield;1;1;X;1;1
Champioship;2022-2023;Blackburn;Stoke;0;1;2;0;3
Champioship;2022-2023;Middlesbrough;Swansea;2;1;1;3;0
Champioship;2022-2023;Sunderland;Norwich;0;1;2;0;3
Champioship;2022-2023;Wigan;Burnley;1;5;2;0;3
Champioship;2022-2023;Watford;QPR;2;3;2;0;3
Champioship;2022-2023;Hull;Coventry City;3;2;1;3;0
Champioship;2022-2023;Blackpool;Bristol City;3;3;X;1;1
Champioship;2022-2023;Cardiff;Preston;0;0;X;1;1
Champioship;2022-2023;Millwall;Reading;0;1;2;0;3
Champioship;2022-2023;Rotherham;Birmingham;2;0;1;3;0
Champioship;2022-2023;Huddersfield;West Bromwich;2;2;X;1;1
Champioship;2022-2023;Birmingham;Norwich;1;2;2;0;3
Champioship;2022-2023;Wigan;West Bromwich;1;1;X;1;1
Champioship;2022-2023;Sheffield;Reading;4;0;1;3;0
Champioship;2022-2023;Watford;Middlesbrough;2;1;1;3;0
Champioship;2022-2023;Burnley;Millwall;2;0;1;3;0
Champioship;2022-2023;QPR;Hull;3;1;1;3;0
Champioship;2022-2023;Cardiff;Luton;1;2;2;0;3
Champioship;2022-2023;Sunderland;Rotherham;3;0;1;3;0
Champioship;2022-2023;Stoke;Swansea;1;1;X;1;1
Champioship;2022-2023;Blackpool;Blackburn;0;1;2;0;3
Champioship;2022-2023;Coventry City;Preston;0;1;2;0;3
Champioship;2022-2023;Bristol City;Huddersfield;2;0;1;3;0
Champioship;2022-2023;West Bromwich;Burnley;1;1;X;1;1
Champioship;2022-2023;Blackburn;Bristol City;2;3;2;0;3
Champioship;2022-2023;Norwich;Coventry City;3;0;1;3;0
Champioship;2022-2023;Swansea;QPR;1;0;1;3;0
Champioship;2022-2023;Millwall;Cardiff;2;0;1;3;0
Champioship;2022-2023;Preston;Birmingham;0;1;2;0;3
Champioship;2022-2023;Rotherham;Watford;1;1;X;1;1
Champioship;2022-2023;Luton;Wigan;1;2;2;0;3
Champioship;2022-2023;Reading;Stoke;2;1;1;3;0
Champioship;2022-2023;Hull;Sheffield;0;2;2;0;3
Champioship;2022-2023;Huddersfield;Blackpool;0;1;2;0;3
Champioship;2022-2023;Middlesbrough;Sunderland;1;0;1;3;0
Champioship;2022-2023;Blackburn;Watford;2;0;1;3;0
Champioship;2022-2023;Middlesbrough;Cardiff;2;3;2;0;3
Champioship;2022-2023;Hull;Stoke;0;3;2;0;3
Champioship;2022-2023;Swansea;Sheffield;0;1;2;0;3
Champioship;2022-2023;Preston;Burnley;1;1;X;1;1
Champioship;2022-2023;Huddersfield;Wigan;1;2;2;0;3
Champioship;2022-2023;West Bromwich;Birmingham;2;3;2;0;3
Champioship;2022-2023;Norwich;Bristol City;3;2;1;3;0
Champioship;2022-2023;Reading;Sunderland;0;3;2;0;3
Champioship;2022-2023;Millwall;QPR;0;2;2;0;3
Champioship;2022-2023;Rotherham;Blackpool;3;0;1;3;0
Champioship;2022-2023;Luton;Coventry City;2;2;X;1;1
Champioship;2022-2023;Norwich;West Bromwich;1;1;X;1;1
Champioship;2022-2023;Birmingham;Coventry City;0;0;X;1;1
Champioship;2022-2023;Middlesbrough;Rotherham;0;0;X;1;1
Champioship;2022-2023;Wigan;Reading;0;1;2;0;3
Champioship;2022-2023;Watford;Sunderland;2;2;X;1;1
Champioship;2022-2023;Burnley;Bristol City;2;1;1;3;0
Champioship;2022-2023;QPR;Stoke;0;0;X;1;1
Champioship;2022-2023;Swansea;Hull;3;0;1;3;0
Champioship;2022-2023;Millwall;Blackpool;2;1;1;3;0
Champioship;2022-2023;Preston;Sheffield;0;2;2;0;3
Champioship;2022-2023;Luton;Blackburn;2;0;1;3;0
Champioship;2022-2023;Huddersfield;Cardiff;1;0;1;3;0
Champioship;2022-2023;Hull;Luton;0;2;2;0;3
Champioship;2022-2023;Blackburn;Millwall;2;1;1;3;0
Champioship;2022-2023;West Bromwich;Swansea;2;3;2;0;3
Champioship;2022-2023;Sunderland;Preston;0;0;X;1;1
Champioship;2022-2023;Sheffield;Birmingham;1;1;X;1;1
Champioship;2022-2023;Reading;Huddersfield;3;1;1;3;0
Champioship;2022-2023;Blackpool;Norwich;0;1;2;0;3
Champioship;2022-2023;Cardiff;Burnley;1;1;X;1;1
Champioship;2022-2023;Rotherham;Wigan;0;2;2;0;3
Champioship;2022-2023;Coventry City;Middlesbrough;1;0;1;3;0
Champioship;2022-2023;Bristol City;QPR;1;2;2;0;3
Champioship;2022-2023;Stoke;Watford;0;4;2;0;3
Champioship;2022-2023;Sunderland;Blackpool;0;0;X;1;1
Champioship;2022-2023;Sheffield;QPR;0;1;2;0;3
Champioship;2022-2023;Reading;Norwich;1;1;X;1;1
Champioship;2022-2023;Cardiff;Blackburn;1;0;1;3;0
Champioship;2022-2023;Luton;Huddersfield;3;3;X;1;1
Champioship;2022-2023;Bristol City;Coventry City;0;0;X;1;1
Champioship;2022-2023;Middlesbrough;Birmingham;1;0;1;3;0
Champioship;2022-2023;Watford;Swansea;1;2;2;0;3
Champioship;2022-2023;Hull;Wigan;2;1;1;3;0
Champioship;2022-2023;Burnley;Stoke;1;1;X;1;1
Champioship;2022-2023;Preston;West Bromwich;1;0;1;3;0
Champioship;2022-2023;Rotherham;Millwall;1;1;X;1;1
Champioship;2022-2023;QPR;Reading;2;1;1;3;0
Champioship;2022-2023;Blackburn;Rotherham;3;0;1;3;0
Champioship;2022-2023;West Bromwich;Luton;0;0;X;1;1
Champioship;2022-2023;Norwich;Preston;2;3;2;0;3
Champioship;2022-2023;Birmingham;Bristol City;3;0;1;3;0
Champioship;2022-2023;Wigan;Cardiff;1;3;2;0;3
Champioship;2022-2023;Stoke;Sheffield;3;1;1;3;0
Champioship;2022-2023;Blackpool;Watford;3;1;1;3;0
Champioship;2022-2023;Swansea;Sunderland;2;1;1;3;0
Champioship;2022-2023;Millwall;Middlesbrough;2;0;1;3;0
Champioship;2022-2023;Coventry City;Burnley;0;1;2;0;3
Champioship;2022-2023;Huddersfield;Hull;2;0;1;3;0
Champioship;2022-2023;Wigan;Blackburn;1;0;1;3;0
Champioship;2022-2023;Bristol City;Preston;2;1;1;3;0
Champioship;2022-2023;Middlesbrough;Blackburn;1;2;2;0;3
Champioship;2022-2023;Sunderland;Wigan;2;1;1;3;0
Champioship;2022-2023;Sheffield;Blackpool;3;3;X;1;1
Champioship;2022-2023;Watford;Norwich;2;1;1;3;0
Champioship;2022-2023;Reading;West Bromwich;0;2;2;0;3
Champioship;2022-2023;Burnley;Swansea;4;0;1;3;0
Champioship;2022-2023;Cardiff;Coventry City;0;1;2;0;3
Champioship;2022-2023;Preston;Stoke;0;2;2;0;3
Champioship;2022-2023;Rotherham;Huddersfield;2;1;1;3;0
Champioship;2022-2023;Luton;QPR;3;1;1;3;0
Champioship;2022-2023;Bristol City;Millwall;1;2;2;0;3
Champioship;2022-2023;Hull;Birmingham;0;2;2;0;3
Champioship;2022-2023;Blackburn;Sunderland;2;0;1;3;0
Champioship;2022-2023;West Bromwich;Bristol City;0;2;2;0;3
Champioship;2022-2023;Norwich;Luton;0;1;2;0;3
Champioship;2022-2023;Stoke;Rotherham;0;1;2;0;3
Champioship;2022-2023;Swansea;Reading;3;2;1;3;0
Champioship;2022-2023;Huddersfield;Preston;0;1;2;0;3
Champioship;2022-2023;Birmingham;Burnley;1;1;X;1;1
Champioship;2022-2023;Wigan;Middlesbrough;1;4;2;0;3
Champioship;2022-2023;Blackpool;Hull;1;3;2;0;3
Champioship;2022-2023;QPR;Cardiff;3;0;1;3;0
Champioship;2022-2023;Millwall;Watford;3;0;1;3;0
Champioship;2022-2023;Coventry City;Sheffield;1;0;1;3;0
Champioship;2022-2023;Blackburn;Birmingham;2;1;1;3;0
Champioship;2022-2023;Middlesbrough;Huddersfield;0;0;X;1;1
Champioship;2022-2023;Sunderland;Burnley;2;4;2;0;3
Champioship;2022-2023;Sheffield;Norwich;2;2;X;1;1
Champioship;2022-2023;Reading;Bristol City;2;0;1;3;0
Champioship;2022-2023;Stoke;Coventry City;0;2;2;0;3
Champioship;2022-2023;Blackpool;Preston;4;2;1;3;0
Champioship;2022-2023;QPR;Wigan;2;1;1;3;0
Champioship;2022-2023;Millwall;West Bromwich;2;1;1;3;0
Champioship;2022-2023;Rotherham;Hull;2;4;2;0;3
Champioship;2022-2023;Watford;Luton;4;0;1;3;0
Champioship;2022-2023;Swansea;Cardiff;2;0;1;3;0
Champioship;2022-2023;Coventry City;Rotherham;2;2;X;1;1
Champioship;2022-2023;Burnley;Norwich;1;0;1;3;0
Champioship;2022-2023;Birmingham;QPR;2;0;1;3;0
Champioship;2022-2023;West Bromwich;Sheffield;0;2;2;0;3
Champioship;2022-2023;Norwich;Stoke;3;1;1;3;0
Champioship;2022-2023;Wigan;Watford;0;1;2;0;3
Champioship;2022-2023;Hull;Blackburn;0;1;2;0;3
Champioship;2022-2023;Burnley;Reading;2;1;1;3;0
Champioship;2022-2023;Cardiff;Rotherham;1;0;1;3;0
Champioship;2022-2023;Preston;Middlesbrough;2;1;1;3;0
Champioship;2022-2023;Coventry City;Blackpool;1;2;2;0;3
Champioship;2022-2023;Luton;Sunderland;1;1;X;1;1
Champioship;2022-2023;Bristol City;Swansea;1;1;X;1;1
Champioship;2022-2023;Huddersfield;Millwall;1;0;1;3;0
Champioship;2022-2023;West Bromwich;Blackpool;1;0;1;3;0
Champioship;2022-2023;Hull;Middlesbrough;1;3;2;0;3
Champioship;2022-2023;Preston;Swansea;1;0;1;3;0
Champioship;2022-2023;Coventry City;Blackburn;1;0;1;3;0
Champioship;2022-2023;Luton;Reading;0;0;X;1;1
Champioship;2022-2023;Bristol City;Sheffield;0;1;2;0;3
Champioship;2022-2023;Norwich;QPR;0;0;X;1;1
Champioship;2022-2023;Birmingham;Millwall;0;0;X;1;1
Champioship;2022-2023;Wigan;Stoke;0;1;2;0;3
Champioship;2022-2023;Burnley;Rotherham;3;2;1;3;0
Champioship;2022-2023;Cardiff;Watford;1;2;2;0;3
Champioship;2022-2023;Huddersfield;Sunderland;0;2;2;0;3
Champioship;2022-2023;Reading;Preston;1;2;2;0;3
Champioship;2022-2023;Blackburn;Huddersfield;1;0;1;3;0
Champioship;2022-2023;Middlesbrough;Bristol City;1;1;X;1;1
Champioship;2022-2023;Sunderland;Cardiff;0;1;2;0;3
Champioship;2022-2023;Sheffield;Burnley;5;2;1;3;0
Champioship;2022-2023;Watford;Coventry City;0;1;2;0;3
Champioship;2022-2023;Stoke;Birmingham;1;2;2;0;3
Champioship;2022-2023;Blackpool;Luton;0;1;2;0;3
Champioship;2022-2023;QPR;West Bromwich;0;1;2;0;3
Champioship;2022-2023;Swansea;Wigan;2;2;X;1;1
Champioship;2022-2023;Millwall;Hull;0;0;X;1;1
Champioship;2022-2023;Rotherham;Norwich;1;2;2;0;3
Champioship;2022-2023;Coventry City;Wigan;2;0;1;3;0
Champioship;2022-2023;Birmingham;Swansea;2;2;X;1;1
Champioship;2022-2023;Sheffield;Rotherham;0;1;2;0;3
Champioship;2022-2023;Watford;Reading;2;0;1;3;0
Champioship;2022-2023;Stoke;Luton;2;0;1;3;0
Champioship;2022-2023;Blackpool;Middlesbrough;0;3;2;0;3
Champioship;2022-2023;QPR;Huddersfield;1;2;2;0;3
Champioship;2022-2023;Cardiff;Hull;2;3;2;0;3
Champioship;2022-2023;Birmingham;Sunderland;1;2;2;0;3
Champioship;2022-2023;West Bromwich;Stoke;2;0;1;3;0
Champioship;2022-2023;Norwich;Middlesbrough;1;2;2;0;3
Champioship;2022-2023;Wigan;Blackpool;2;1;1;3;0
Champioship;2022-2023;Hull;Reading;1;2;2;0;3
Champioship;2022-2023;Cardiff;Sheffield;0;1;2;0;3
Champioship;2022-2023;Preston;Millwall;2;4;2;0;3
Champioship;2022-2023;Coventry City;QPR;2;0;1;3;0
Champioship;2022-2023;Luton;Rotherham;1;1;X;1;1
Champioship;2022-2023;Bristol City;Watford;0;0;X;1;1
Champioship;2022-2023;Huddersfield;Swansea;0;0;X;1;1
Champioship;2022-2023;Burnley;Blackburn;3;0;1;3;0
Champioship;2022-2023;Sunderland;Millwall;3;0;1;3;0
Champioship;2022-2023;Blackburn;Preston;1;4;2;0;3
Champioship;2022-2023;Middlesbrough;Luton;2;1;1;3;0
Champioship;2022-2023;Sheffield;Huddersfield;1;0;1;3;0
Champioship;2022-2023;Reading;Coventry City;1;0;1;3;0
Champioship;2022-2023;Stoke;Cardiff;2;2;X;1;1
Champioship;2022-2023;Blackpool;Birmingham;0;0;X;1;1
Champioship;2022-2023;Swansea;Norwich;0;1;2;0;3
Champioship;2022-2023;Millwall;Wigan;1;1;X;1;1
Champioship;2022-2023;Rotherham;Bristol City;1;3;2;0;3
Champioship;2022-2023;Watford;Hull;0;0;X;1;1
Champioship;2022-2023;QPR;Burnley;0;3;2;0;3
Champioship;2022-2023;Sunderland;West Bromwich;1;2;2;0;3
Champioship;2022-2023;Birmingham;Reading;3;2;1;3;0
Champioship;2022-2023;West Bromwich;Rotherham;3;0;1;3;0
Champioship;2022-2023;Norwich;Blackburn;0;2;2;0;3
Champioship;2022-2023;Hull;Sunderland;1;1;X;1;1
Champioship;2022-2023;Burnley;Middlesbrough;3;1;1;3;0
Champioship;2022-2023;Cardiff;Blackpool;1;1;X;1;1
Champioship;2022-2023;Preston;QPR;0;1;2;0;3
Champioship;2022-2023;Coventry City;Swansea;3;3;X;1;1
Champioship;2022-2023;Bristol City;Stoke;1;2;2;0;3
Champioship;2022-2023;Huddersfield;Watford;0;2;2;0;3
Champioship;2022-2023;Wigan;Sheffield;1;2;2;0;3
Champioship;2022-2023;Coventry City;West Bromwich;1;0;1;3;0
Champioship;2022-2023;Middlesbrough;Wigan;4;1;1;3;0
Champioship;2022-2023;Sunderland;Blackburn;2;1;1;3;0
Champioship;2022-2023;Sheffield;Coventry City;3;1;1;3;0
Champioship;2022-2023;Watford;Millwall;0;2;2;0;3
Champioship;2022-2023;Hull;Blackpool;1;1;X;1;1
Champioship;2022-2023;Cardiff;QPR;0;0;X;1;1
Champioship;2022-2023;Preston;Huddersfield;1;2;2;0;3
Champioship;2022-2023;Rotherham;Stoke;2;2;X;1;1
Champioship;2022-2023;Luton;Norwich;2;1;1;3;0
Champioship;2022-2023;Bristol City;West Bromwich;0;2;2;0;3
Champioship;2022-2023;Reading;Swansea;2;1;1;3;0
Champioship;2022-2023;Burnley;Birmingham;3;0;1;3;0
Champioship;2022-2023;Blackburn;Middlesbrough;1;2;2;0;3
Champioship;2022-2023;West Bromwich;Preston;2;0;1;3;0
Champioship;2022-2023;Wigan;Sunderland;1;4;2;0;3
Champioship;2022-2023;Blackpool;Sheffield;1;2;2;0;3
Champioship;2022-2023;QPR;Luton;0;3;2;0;3
Champioship;2022-2023;Millwall;Bristol City;0;0;X;1;1
Champioship;2022-2023;Coventry City;Cardiff;0;0;X;1;1
Champioship;2022-2023;Huddersfield;Rotherham;2;0;1;3;0
Champioship;2022-2023;Norwich;Reading;1;1;X;1;1
Champioship;2022-2023;Birmingham;Hull;0;1;2;0;3
Champioship;2022-2023;Stoke;Burnley;0;1;2;0;3
Champioship;2022-2023;Swansea;Watford;4;0;1;3;0
Champioship;2022-2023;Blackburn;Cardiff;1;0;1;3;0
Champioship;2022-2023;Blackpool;Sunderland;1;1;X;1;1
Champioship;2022-2023;Millwall;Rotherham;3;0;1;3;0
Champioship;2022-2023;Coventry City;Bristol City;1;1;X;1;1
Champioship;2022-2023;Huddersfield;Luton;1;2;2;0;3
Champioship;2022-2023;West Bromwich;Reading;1;0;1;3;0
Champioship;2022-2023;Norwich;Watford;0;1;2;0;3
Champioship;2022-2023;Birmingham;Middlesbrough;1;3;2;0;3
Champioship;2022-2023;Wigan;Hull;1;4;2;0;3
Champioship;2022-2023;Stoke;Preston;0;1;2;0;3
Champioship;2022-2023;QPR;Sheffield;1;1;X;1;1
Champioship;2022-2023;Swansea;Burnley;1;2;2;0;3
Champioship;2022-2023;Middlesbrough;Millwall;1;0;1;3;0
Champioship;2022-2023;Sunderland;Swansea;1;3;2;0;3
Champioship;2022-2023;Sheffield;Stoke;3;1;1;3;0
Champioship;2022-2023;Watford;Blackpool;2;0;1;3;0
Champioship;2022-2023;Reading;QPR;2;2;X;1;1
Champioship;2022-2023;Hull;Huddersfield;1;1;X;1;1
Champioship;2022-2023;Burnley;Coventry City;1;0;1;3;0
Champioship;2022-2023;Cardiff;Wigan;1;1;X;1;1
Champioship;2022-2023;Preston;Norwich;0;4;2;0;3
Champioship;2022-2023;Rotherham;Blackburn;4;0;1;3;0
Champioship;2022-2023;Luton;West Bromwich;2;3;2;0;3
Champioship;2022-2023;Bristol City;Birmingham;4;2;1;3;0
Champioship;2022-2023;Sheffield;Hull;1;0;1;3;0
Champioship;2022-2023;Burnley;West Bromwich;2;1;1;3;0
Champioship;2022-2023;Birmingham;Preston;1;2;2;0;3
Champioship;2022-2023;Wigan;Luton;0;2;2;0;3
Champioship;2022-2023;Watford;Rotherham;1;1;X;1;1
Champioship;2022-2023;Stoke;Reading;4;0;1;3;0
Champioship;2022-2023;QPR;Swansea;1;1;X;1;1
Champioship;2022-2023;Cardiff;Millwall;0;1;2;0;3
Champioship;2022-2023;Coventry City;Norwich;2;4;2;0;3
Champioship;2022-2023;Bristol City;Blackburn;1;1;X;1;1
Champioship;2022-2023;Sunderland;Middlesbrough;2;0;1;3;0
Champioship;2022-2023;Coventry City;Huddersfield;2;0;1;3;0
Champioship;2022-2023;Middlesbrough;Watford;2;0;1;3;0
Champioship;2022-2023;Hull;QPR;3;0;1;3;0
Champioship;2022-2023;Luton;Cardiff;1;0;1;3;0
Champioship;2022-2023;West Bromwich;Coventry City;1;0;1;3;0
Champioship;2022-2023;Norwich;Burnley;0;3;2;0;3
Champioship;2022-2023;Middlesbrough;Blackpool;3;0;1;3;0
Champioship;2022-2023;Reading;Watford;2;2;X;1;1
Champioship;2022-2023;Hull;Cardiff;1;0;1;3;0
Champioship;2022-2023;Swansea;Birmingham;3;4;2;0;3
Champioship;2022-2023;Millwall;Sunderland;1;1;X;1;1
Champioship;2022-2023;Preston;Bristol City;1;2;2;0;3
Champioship;2022-2023;Rotherham;Sheffield;0;0;X;1;1
Champioship;2022-2023;Luton;Stoke;1;0;1;3;0
Champioship;2022-2023;Huddersfield;QPR;1;1;X;1;1
Champioship;2022-2023;Blackburn;Wigan;0;0;X;1;1
Champioship;2022-2023;Blackpool;Huddersfield;2;2;X;1;1
Champioship;2022-2023;Birmingham;West Bromwich;2;0;1;3;0
Champioship;2022-2023;Sunderland;Reading;1;0;1;3;0
Champioship;2022-2023;Wigan;Huddersfield;1;0;1;3;0
Champioship;2022-2023;Sheffield;Swansea;3;0;1;3;0
Champioship;2022-2023;Watford;Blackburn;1;1;X;1;1
Champioship;2022-2023;Stoke;Hull;0;0;X;1;1
Champioship;2022-2023;Burnley;Preston;3;0;1;3;0
Champioship;2022-2023;Blackpool;Rotherham;0;0;X;1;1
Champioship;2022-2023;QPR;Millwall;1;2;2;0;3
Champioship;2022-2023;Cardiff;Middlesbrough;1;3;2;0;3
Champioship;2022-2023;Coventry City;Luton;1;1;X;1;1
Champioship;2022-2023;Bristol City;Norwich;1;0;1;3;0
Champioship;2022-2023;Norwich;Hull;3;1;1;3;0
Champioship;2022-2023;Birmingham;Cardiff;0;2;2;0;3
Champioship;2022-2023;Reading;Rotherham;2;1;1;3;0
Champioship;2022-2023;Burnley;Watford;1;1;X;1;1
Champioship;2022-2023;QPR;Sunderland;0;3;2;0;3
Champioship;2022-2023;Coventry City;Millwall;1;0;1;3;0
Champioship;2022-2023;West Bromwich;Blackburn;1;1;X;1;1
Champioship;2022-2023;Sheffield;Middlesbrough;1;3;2;0;3
Champioship;2022-2023;Stoke;Huddersfield;3;0;1;3;0
Champioship;2022-2023;Swansea;Blackpool;2;1;1;3;0
Champioship;2022-2023;Preston;Luton;1;1;X;1;1
Champioship;2022-2023;Bristol City;Wigan;1;1;X;1;1
Champioship;2022-2023;Cardiff;Reading;1;0;1;3;0
Champioship;2022-2023;Blackburn;Swansea;1;0;1;3;0
Champioship;2022-2023;Middlesbrough;QPR;3;1;1;3;0
Champioship;2022-2023;Sunderland;Bristol City;1;1;X;1;1
